cohort	cohort_role	genetic_background	region	estimand	cell_type	gene	effect_scale	effect	se	ci_low	ci_high	p_value	adjusted_p	adjusted_p_scope	n_donors	source_file	direction	significant_adjusted_0_05	meta_eligible	meta_exclusion_reason
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	ARHGAP35	log2FC	-0.0235790417180644	0.261959276892128	-0.537019224426636	0.489861140990507	0.928550652747647	0.996767902179043	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	ARHGAP39	log2FC	0.449711872052728	0.422893869176983	-0.379160111534159	1.27858385563962	0.298569994129312	0.855154261807509	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	ARHGAP39	log2FC	-0.0544587513477803	0.51961502219283	-1.07290419484573	0.963986692150165	0.916846528805121	0.996390051345435	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	BAG3	log2FC	-3.0222937480467	1.47424785342306	-5.9118195407559	-0.132767955337496	0.0520842945357861	0.574280859158524	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	BAG3	log2FC	-0.293074712752671	0.949258376446799	-2.1536211305884	1.56747170508306	0.758487825871034	0.996390051345435	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	BCR	log2FC	-0.100021715393157	0.292315019235775	-0.672959153095277	0.472915722308963	0.735308115069376	0.971797696658442	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	BCR	log2FC	-0.0809188893163553	0.346870826100806	-0.760785708473936	0.598947929841225	0.816261539904636	0.996390051345435	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	CCT5	log2FC	-0.893986451133547	0.552476736329736	-1.97684085433983	0.188867952072735	0.119446231475692	0.708826892244497	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	CCT5	log2FC	-0.3712491854498	0.43416544639479	-1.22221346038359	0.479715089483988	0.39558569209437	0.977012713552985	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	CCT8	log2FC	-0.907130693944706	0.744050854087788	-2.36547036795677	0.551208980067358	0.235296153991302	0.819480409202307	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	CCT8	log2FC	0.317890668795244	0.374514927642333	-0.416158589383728	1.05193992697422	0.399046495496989	0.977012713552985	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	CHORDC1	log2FC	-1.26285093074213	0.458582534941005	-2.1616726992265	-0.364029162257761	0.0113876056221406	0.375113682301371	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	CHORDC1	log2FC	-0.444551046526363	0.620227098942855	-1.66019616045436	0.771094067401632	0.476045104951479	0.978310916378204	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	COA3	log2FC	-2.02639420402184	1.14405535413694	-4.26874269813023	0.215954290086553	0.0899504837720684	0.66250297388868	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	COA3	log2FC	-0.140775072980503	0.504948319731287	-1.13047377965383	0.84892363369282	0.781273812778804	0.996390051345435	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	COX5B	log2FC	-2.14092168070473	1.48792638486201	-5.05725739503427	0.77541403362481	0.163838280064884	0.760589154158252	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	COX5B	log2FC	-0.192081938723102	0.684334252151059	-1.53337707293918	1.14921319549297	0.779827410575192	0.996390051345435	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	COX7C	log2FC	-3.35472228777733	1.49126130149646	-6.27759443871039	-0.431850136844274	0.0344831928614564	0.51308021126331	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	COX7C	log2FC	0.148451722288963	0.737810061900518	-1.29765599903605	1.59455944361398	0.841154241135894	0.996390051345435	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	DOCK7	log2FC	-0.630627725634554	0.256829248134913	-1.13401305197898	-0.127242399290124	0.0219932024583795	0.450813828563816	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	DOCK7	log2FC	-0.38170787343025	0.342391985773107	-1.05279616554554	0.28938041868504	0.268953473390245	0.939922331893033	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	HSP90AA1	log2FC	-1.07935127659185	0.916497491427153	-2.87568635978907	0.71698380660537	0.25112154469253	0.829213405403377	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	HSP90AA1	log2FC	-0.280899026352337	0.435331397208839	-1.13414856488166	0.572350512176988	0.520992083028258	0.980872412960729	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	HSP90AB1	log2FC	-1.64420474612897	0.954306938878907	-3.51464634633163	0.226236854073688	0.0985008886065452	0.678106938442987	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	HSP90AB1	log2FC	0.251147583088933	0.517986461109002	-0.764105880684711	1.26640104686258	0.629379985036697	0.985053252980032	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	MAP1B	log2FC	-1.3308838991164	0.946332843888506	-3.18569627313787	0.523928474905073	0.17316209988033	0.770179245152751	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	MAP1B	log2FC	0.584877821481822	0.269141689784358	0.0573601095044811	1.11239553345916	0.0333525437257352	0.711305541045283	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	MAPT	log2FC	-0.467926194946656	0.177249347282808	-0.81533491562096	-0.120517474272352	0.0145890694186164	0.399754148808679	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	MAPT	log2FC	-0.730147517159031	0.27125812713736	-1.26181344634826	-0.198481587969806	0.00899177645903205	0.623676365811167	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	PARK7	log2FC	-1.97686004420355	1.13933574844239	-4.20995811115064	0.256238022743542	0.0962842827646648	0.67395628934929	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	PARK7	log2FC	0.0957412696736366	0.502209959365796	-0.888590250683323	1.0800727900306	0.849390856300533	0.996390051345435	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	ALS_vs_FTD	Oligodendrocyte	STARD13	log2FC	-0.54340943457593	0.166610133326528	-0.869965295895924	-0.216853573255936	0.00341243188490698	0.271750526803601	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	ALS_vs_FTD	Oligodendrocyte	STARD13	log2FC	-0.157948201822638	0.280654677865298	-0.708031370438622	0.392134966793346	0.575481522300008	0.984719647540729	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	ARHGAP35	log2FC	0.358865321765896	0.243201704200269	-0.117810018466632	0.835540661998424	0.154310139040128	0.751238746579595	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	ARHGAP35	log2FC	0.229793514915199	0.208944326443574	-0.179737364914206	0.639324394744604	0.275364375210343	0.83806199724898	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	ARHGAP39	log2FC	0.439184705869162	0.333942591705337	-0.215342773873298	1.09371218561162	0.202313032509634	0.796056399404607	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	ARHGAP39	log2FC	0.179693391644371	0.352426010280127	-0.511061588504678	0.87044837179342	0.611831440579829	0.951620095206875	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	BAG3	log2FC	1.0102467411918	0.512357366253894	0.00602630333416698	2.01446717904943	0.0617122118943685	0.601015975394292	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	BAG3	log2FC	-0.310633525997818	0.445182941368246	-1.18319209107958	0.561925039083945	0.487812149343339	0.920232194936995	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	BCR	log2FC	-0.389706559444771	0.209084664461104	-0.799512501788535	0.020099382898993	0.0758235662223149	0.634369148692115	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	BCR	log2FC	-0.070014467156498	0.253686819887922	-0.567240634136825	0.427211699823829	0.783407352414399	0.972465206887343	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	CCT5	log2FC	0.218971892760969	1.02388154631911	-1.78783593802449	2.22577972354642	0.832678933307391	0.98436192961265	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	CCT5	log2FC	0.2521423790016	0.383930474174126	-0.500361350379686	1.00464610838289	0.513598932258538	0.928172837180892	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	CCT8	log2FC	-0.285415550103278	0.628277978829271	-1.51684038860865	0.946009288402092	0.65420356398636	0.960010634992701	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	CCT8	log2FC	-0.0414835510030667	0.34673570259662	-0.721085528092442	0.638118426086308	0.905126323121967	0.991149216118649	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	CHORDC1	log2FC	1.48472187521861	0.474842425717679	0.554030720811959	2.41541302962526	0.00502300120384312	0.301712677000587	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	CHORDC1	log2FC	0.262351899713037	0.429349623402153	-0.579173362155182	1.10387716158126	0.543274866113333	0.9373640414682	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	COA3	log2FC	0.806388664395266	0.95271400933434	-1.06093079390004	2.67370812269057	0.406614979447807	0.899967331733274	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	COA3	log2FC	0.409210612582254	0.417013641051484	-0.408136123878655	1.22655734904316	0.329982537300432	0.865872186030033	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	COX5B	log2FC	0.928258168193647	1.06869264945243	-1.16637942473311	3.02289576112041	0.394715176029704	0.895657547627814	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	COX5B	log2FC	-0.331345774929694	0.518326192582937	-1.34726511239225	0.684573562532863	0.524915571723327	0.930685346167683	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	COX7C	log2FC	0.708072959674111	0.933734879651965	-1.12204740444374	2.53819332379196	0.456535101299504	0.915432635896672	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	COX7C	log2FC	-0.337623790867653	0.464901961603437	-1.24883163561039	0.573584053875084	0.470309240580001	0.917285019901085	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	DOCK7	log2FC	0.344978521085093	0.189026264805312	-0.0255129579333189	0.715470000103505	0.0816890734022927	0.646892190742753	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	DOCK7	log2FC	0.117537419294269	0.207430243258354	-0.289025857492105	0.524100696080643	0.572855886640284	0.942890182286905	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	HSP90AA1	log2FC	3.52302919223549	1.33403038034768	0.908329646754034	6.13772873771695	0.0151408615656975	0.403376934016732	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	HSP90AA1	log2FC	0.0908674117265793	0.503382301244247	-0.895761898712145	1.0774967221653	0.857316039999604	0.984097196646477	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	HSP90AB1	log2FC	3.70481348982238	0.909634076952159	1.92193069899615	5.48769628064861	0.000529532816548668	0.166922581797572	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	HSP90AB1	log2FC	-0.10248282896056	0.444554796862995	-0.973810230812031	0.768844572890911	0.818404734236103	0.979867759109163	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	MAP1B	log2FC	3.90393137835746	0.978858694735509	1.98536833667586	5.82249442003906	0.000649244104463999	0.176830403225823	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	MAP1B	log2FC	-0.191803519252253	0.424381130865534	-1.0235905357487	0.639983497244193	0.652800436774878	0.958995863590815	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	MAPT	log2FC	0.161391429831567	0.179859940875362	-0.191134054284142	0.513916913947276	0.37932345816084	0.890334073983339	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	MAPT	log2FC	0.088108964833399	0.238122547339323	-0.378611227951673	0.554829157618471	0.712538813976273	0.966480847426944	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Astrocyte	PARK7	log2FC	2.47534977259891	0.959597051196005	0.59453955225474	4.35615999294308	0.0173304602968697	0.420414574363396	global gene tests within model collection	16	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Astrocyte	PARK7	log2FC	0.130178461428652	0.354352018708744	-0.564351495240486	0.82470841809779	0.714503434358655	0.966480847426944	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
